180,6,139
181,0,144
182,6,140
183,6,141
185,0,148
185,6,143
187,6,144
188,0,150
190,6,147
191,0,152
192,6,148
193,6,149
194,0,155
195,6,151
196,6,152
197,0,157
198,6,153
198,0,158
199,6,154
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,6,155
200,0,160
200,6,155
200,0,160
200,6,155
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,3,157
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
200,0,160
200,6,155
200,6,155
201,0,160
201,6,156
202,6,156
202,0,161
202,6,156
203,6,157
203,0,162
204,6,158
204,6,158
205,0,164
206,6,160
206,6,160
207,0,165
208,6,161
209,6,162
210,0,168
211,6,164
212,6,164
213,0,170
214,6,166
215,6,167
217,0,173
217,6,168
219,6,170
219,0,175
221,6,172
222,6,172
223,6,173
224,0,179
224,6,174
225,6,175
225,0,180
226,6,176
226,6,176
226,0,180
226,6,176
226,6,176
226,0,180
227,6,176
226,6,176
226,0,180
227,6,176
227,6,176
226,0,180
226,6,176
226,6,176
227,0,181
226,6,176
226,6,176
226,6,176
226,0,180
226,6,176
227,6,176
226,0,180
227,6,176
226,6,176
226,0,180
226,6,176
227,6,176
226,0,180
226,6,176
226,6,176
227,6,176
226,0,180
226,6,176
226,6,176
226,0,180
227,6,176
226,6,176
226,0,180
226,6,176
227,6,176
226,0,180
227,6,176
226,6,176
226,6,176
226,0,180
226,6,176
226,3,178
227,0,181
226,6,176
226,6,176
226,0,180
226,6,176
226,6,176
226,6,176
226,0,180
226,6,176
226,6,176
227,0,181
226,6,176
227,6,176
226,6,176
226,0,180
226,6,176
227,6,176
226,0,180
226,6,176
226,6,176
226,0,180
227,6,176
226,6,176
226,0,180
227,6,176
227,6,176
226,0,180
227,6,176
227,6,176
226,3,178
227,0,181
226,6,176
227,6,176
226,0,180
226,6,176
227,6,176
227,0,181
226,6,176
227,6,176
226,6,176
227,0,181
227,6,176
226,6,176
226,0,180
226,6,176
227,6,176
227,0,181
227,6,176
227,6,176
227,6,176
228,0,182
229,6,178
229,6,178
230,0,184
230,6,179
231,6,180
232,0,185
233,6,181
235,6,183
236,6,184
237,0,189
238,6,185
239,6,186
240,0,192
242,6,188
243,6,189
244,0,195
246,6,192
247,6,192
248,6,193
249,0,199
251,6,196
251,6,196
253,0,202
254,6,198
255,6,199
256,6,200
257,0,205
257,6,200
258,6,201
258,0,206
259,6,202
259,6,202
260,6,203
260,0,208
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
259,6,202
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,3,205
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
259,0,207
260,6,203
260,6,203
260,6,203
260,0,208
260,6,203
260,6,203
260,0,208
261,6,204
262,6,204
262,6,204
263,0,210
264,6,206
266,6,208
267,6,208
268,0,214
270,6,211
272,6,212
273,6,213
275,0,220
277,6,216
279,6,218
281,0,224
283,6,221
285,6,223
287,6,224
288,0,230
290,6,227
292,6,228
294,6,230
295,0,236
298,6,233
299,6,234
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,9,232
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,3,237
300,0,240
300,6,235
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,9,232
300,6,235
300,6,235
300,3,237
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,9,232
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,9,232
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,3,237
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,3,237
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,12,230
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
300,6,235
300,0,240
300,6,235
300,6,235
